roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,8,"Aho, Alfred V",2020,scholar,https://awards.acm.org/award-recipients/aho_1046358,https://awards.acm.org/award-recipients/aho_1046358,2026-09-13T23:36:34Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=gb2r2ssAAAAJ,https://scholar.google.com/citations?user=gb2r2ssAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:06:07Z,3a403ddaa9ddf42a0204bf01c7379302fe5ab98255fa57d02f0df1c1e0021553,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=gb2r2ssAAAAJ,"Lawrence Gussman Professor of Computer Science, Columbia University; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"The design and analysis of computer algorithms | Data structures and algorithms | Efficient string matching: an aid to bibliographic search | The theory of parsing, translation, and compiling",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Columbia compiler and algorithms identity supported by AWK, compiler texts and database/theory publications. Translated book credits are not a separate identity.",,,,,retain,
turing_award_winners.csv,8,"Aho, Alfred V",2020,dblp,https://awards.acm.org/award-recipients/aho_1046358,https://awards.acm.org/award-recipients/aho_1046358,2026-09-13T23:36:34Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/a/AVAho,https://dblp.org/pid/a/AVAho,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:09:20Z,2172c5da7b5c426c5dd6f621ab187c8e2ef3f383717dc8f311e6cc6b2d26a47d,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/be5f3274bbf68d45bc88d964ffc4fa4bd00d432b0de60906f52c4fe4990dbb7e-1789686560636611000.html,https://dblp.org/pid/a/AVAho.html,"id=""profile""> Person information affiliation: Columbia University, New York City, USA award (2020): Turing Award award (2003): IEEE John von Neumann Medal <div style=""clear:",112,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1967–2022","Abstractions, their algorithms, and their compilers. | Do Crosscutting Concerns Cause Defects? | Properties of Syntax Directed Translations. | Indexed Grammars-An Extension of Context Free Grammars.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Columbia compiler and algorithms identity supported by AWK, compiler texts and database/theory publications. Translated book credits are not a separate identity.",,,,,retain,
turing_award_winners.csv,8,"Aho, Alfred V",2020,csrankings,https://awards.acm.org/award-recipients/aho_1046358,https://awards.acm.org/award-recipients/aho_1046358,2026-09-13T23:36:34Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Columbia compiler and algorithms identity supported by AWK, compiler texts and database/theory publications. Translated book credits are not a separate identity.","[{""query"": ""Alfred V Aho Columbia CSRankings profile"", ""log"": ""search-4.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,9,"Ullman, Jeffrey D",2020,scholar,https://awards.acm.org/award-recipients/ullman_1054360,https://awards.acm.org/award-recipients/ullman_1054360,2026-09-13T23:36:40Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=wUJ2bXgAAAAJ,https://scholar.google.com/citations?user=wUJ2bXgAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:06:13Z,d6547d5148bcef7353b732ff87dfc5b2a6a64413b13905c0643593882c7911b3,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=wUJ2bXgAAAAJ,"Professor of Computer Science, Stanford University; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"Introduction to Automata Theory, Languages, and Computation | Principles of database systems | Data structures and algorithms | The theory of parsing, translation, and compiling",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Stanford database/theory identity supported by compiler and automata texts, databases and broad DBLP chronology.",,,,,retain,
turing_award_winners.csv,9,"Ullman, Jeffrey D",2020,dblp,https://awards.acm.org/award-recipients/ullman_1054360,https://awards.acm.org/award-recipients/ullman_1054360,2026-09-13T23:36:40Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/u/JeffreyDUllman,https://dblp.org/pid/u/JeffreyDUllman,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:23:43Z,31a2f1edb844eb306bcf7caf2afc0cbbcca2183013d083a447df2ac43d7b7fac,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/3cd701aef943dcb308e95c49bbbc9de6c2feecd8b84c8f00e30c455e8ebf1823-1789687423426706000.html,https://dblp.org/pid/u/JeffreyDUllman.html,"id=""profile""> Person information affiliation: Stanford University, USA award (2020): Turing Award award (2010): IEEE John von Neumann Medal award (2006): SIGMOD Edgar F. Codd Innovations Award award (2000): Knuth Prize <div style=""clear:",343,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1965–2025","EvH: Randomized Symmetric Cipher Paradigm with Holographic Storage and Parallelism, Compression, & Erasure Recovery Integration. | Some Pairs Problems. | The Generation of Optimal Code for Arithmetic Expressions. | Decoding of Cyclic Codes Using Position Invariant Functions.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Stanford database/theory identity supported by compiler and automata texts, databases and broad DBLP chronology.",,,,,retain,
turing_award_winners.csv,9,"Ullman, Jeffrey D",2020,csrankings,https://awards.acm.org/award-recipients/ullman_1054360,https://awards.acm.org/award-recipients/ullman_1054360,2026-09-13T23:36:40Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Stanford database/theory identity supported by compiler and automata texts, databases and broad DBLP chronology.","[{""query"": ""Jeffrey D Ullman Stanford CSRankings profile"", ""log"": ""search-4.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,10,"Catmull, Edwin",2019,scholar,https://awards.acm.org/award-recipients/catmull_1244219,https://awards.acm.org/award-recipients/catmull_1244219,2026-09-13T23:36:47Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=qb5SK0QAAAAJ,https://scholar.google.com/citations?user=qb5SK0QAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,unresolved_coverage,available at retained capture only; not freshly checked,retained success,2026-09-17T02:06:21Z,973185da4e5e7f7a7248d529cf39d45fd9a5bc9f3ba53ad7ead5ff9600f3c996,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=qb5SK0QAAAAJ,"Pixar, Disney, retired; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"Creativity, inc | How Pixar fosters collective creativity | 3-D transformations of images in scanline order | Creatividad, SA: Cómo llevar la inspiración hasta el infinito y más allá",20-item first page largely consists of editions/translations of Creativity Inc; technical publication coverage unresolved,no substantial unrelated cluster in the inspected sample,"Scholar identity fits Pixar and Creativity Inc, but the 20-item sample is dominated by editions/translations of that book. Broader technical publication coverage unresolved. DBLP contains only 12 records, including scan-line rendering, Reyes, antialiasing and animation; inspect independent bibliography before concluding that these represent adequate coverage.","[{""query"": ""Ed Catmull Google Scholar"", ""log"": ""additional-search-notes.json""}, {""query"": ""Edwin Catmull Pixar DBLP publications CSRankings"", ""log"": ""search-4.json""}, {""query"": ""Ed Catmull DBLP publications bibliography"", ""log"": ""search-68.json""}]",,,Obtain an expanded Scholar capture before deciding whether coverage warrants N; existing Y preserved.,flag; preserve existing Y,
turing_award_winners.csv,10,"Catmull, Edwin",2019,dblp,https://awards.acm.org/award-recipients/catmull_1244219,https://awards.acm.org/award-recipients/catmull_1244219,2026-09-13T23:36:47Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/c/EdwinECatmull,https://dblp.org/pid/c/EdwinECatmull,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,unresolved_coverage,available at retained capture only; not freshly checked,ok,2026-09-17T23:21:13Z,faccb801f5a1443c52e3b65e9bcf17bbd8406adc689a5b41bb136b52600e68c6,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/be4967889d15c3d395e8978517b5f1c8873ab44d9ee0afff81f3f1603ebd20a9-1789687273351632000.html,https://dblp.org/pid/c/EdwinECatmull.html,"id=""profile""> Person information award (2019): Turing Award award (2006): IEEE John von Neumann Medal <div style=""clear:",12,records in complete retained bibliography; versions/reprints may repeat works,12,all records; years 1972–2021,The Design of RenderMan. | Educating the digital artist for the entertainment industry: the collision of academia and business (panel). | High quality computer animation. | A system for computer generated movies.,limited complete bibliography; contextual coverage decision pending,no substantial unrelated cluster in inspected records,"Scholar identity fits Pixar and Creativity Inc, but the 20-item sample is dominated by editions/translations of that book. Broader technical publication coverage unresolved. DBLP contains only 12 records, including scan-line rendering, Reyes, antialiasing and animation; inspect independent bibliography before concluding that these represent adequate coverage.","[{""query"": ""Ed Catmull Google Scholar"", ""log"": ""additional-search-notes.json""}, {""query"": ""Edwin Catmull Pixar DBLP publications CSRankings"", ""log"": ""search-4.json""}, {""query"": ""Ed Catmull DBLP publications bibliography"", ""log"": ""search-68.json""}]",General search rediscovered the same DBLP profile; no distinct better bibliography established.,,DBLP has 12 records but omits the subdivision thesis and Catmull-Clark paper; retain Y as a contextual exception or set N for inadequate coverage?,flag; preserve existing Y,
turing_award_winners.csv,10,"Catmull, Edwin",2019,csrankings,https://awards.acm.org/award-recipients/catmull_1244219,https://awards.acm.org/award-recipients/catmull_1244219,2026-09-13T23:36:47Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Scholar identity fits Pixar and Creativity Inc, but the 20-item sample is dominated by editions/translations of that book. Broader technical publication coverage unresolved. DBLP contains only 12 records, including scan-line rendering, Reyes, antialiasing and animation; inspect independent bibliography before concluding that these represent adequate coverage.","[{""query"": ""Ed Catmull Google Scholar"", ""log"": ""additional-search-notes.json""}, {""query"": ""Edwin Catmull Pixar DBLP publications CSRankings"", ""log"": ""search-4.json""}, {""query"": ""Ed Catmull DBLP publications bibliography"", ""log"": ""search-68.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,11,"Hanrahan, Pat",2019,scholar,https://awards.acm.org/award-recipients/hanrahan_4652251,https://awards.acm.org/award-recipients/hanrahan_4652251,2026-09-13T23:36:55Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=RzEnQmgAAAAJ,https://scholar.google.com/citations?user=RzEnQmgAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:06:26Z,56d2821a234cd064a77c1cd545750aa6186811a6fe968198b0f2693640e1c037,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=RzEnQmgAAAAJ,"Stanford University; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,Shapenet: An information-rich 3d model repository | Light field rendering | Physically based rendering | Light field photography with a hand-held plenoptic camera,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Stanford graphics identity supported by light fields, volume rendering, GPUs, physically based rendering and later hardware/compilers research.",,,,,retain,
