roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Ben-David, Shai",Shai Ben-David,Shai Ben-David,existing_link_corroborated,Shai Ben-David,Shai Ben-David,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/15/6319,https://scholar.google.com/citations?user=kezPqwoAAAAJ
acm_fellows.csv,"Bengio, Yoshua",Yoshua Bengio,Yoshua Bengio,existing_link_corroborated,Yoshua Bengio,Yoshua Bengio,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/56/953,https://scholar.google.com/citations?user=kukA0LcAAAAJ
acm_fellows.csv,"Chekuri, Chandra",Chandra Chekuri,Chandra Chekuri,existing_link_corroborated,Chandra Chekuri,Chandra Chekuri,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/82/3212,https://scholar.google.com/citations?user=7j3itaMAAAAJ
acm_fellows.csv,"Chen, Haibo",Haibo Chen 0001,Haibo Chen 0001,existing_link_corroborated,Haibo Chen 0001,Haibo Chen 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/31/6601-1,https://scholar.google.com/citations?user=qd9xSkYAAAAJ
acm_fellows.csv,"Drechsler, Rolf",Rolf Drechsler,Rolf Drechsler,existing_link_corroborated,Rolf Drechsler,Rolf Drechsler,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/RolfDrechsler,https://scholar.google.com/citations?user=9v_MAAIAAAAJ
acm_fellows.csv,"Du, Wenliang",Wenliang Du 0001,Wenliang Du 0001,existing_link_corroborated,Wenliang Du 0001,Wenliang Du 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/WenliangDu,https://scholar.google.com/citations?user=1aMkcasAAAAJ
acm_fellows.csv,"Foster, Jeffrey S",Jeffrey S. Foster,Jeffrey S. Foster,existing_link_corroborated,Jeffrey S. Foster,Jeffrey S. Foster,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/18/2050,https://scholar.google.com/citations?user=QWPwfsgAAAAJ
acm_fellows.csv,"Goldberg, Ian",Ian Goldberg 0001,Ian Goldberg 0001,existing_link_corroborated,Ian Goldberg 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/04/6434,
acm_fellows.csv,"Han, Zhu",Zhu Han 0001,Zhu Han 0001,existing_link_corroborated,Zhu Han 0001,Zhu Han 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/83/514,https://scholar.google.com/citations?user=ty7wIXoAAAAJ
acm_fellows.csv,"Immorlica, Nicole",Nicole Immorlica,Nicole Immorlica,existing_link_corroborated,Nicole Immorlica,Nicole Immorlica,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/43/3631,https://scholar.google.com/citations?user=_1hCq3UAAAAJ
acm_fellows.csv,"Jaeger, Trent",Trent Jaeger,Trent Jaeger,existing_link_corroborated,Trent Jaeger,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/45/576,https://scholar.google.com/citations?user=LpwdzeEAAAAJ
acm_fellows.csv,"Koedinger, Kenneth Richard",Kenneth R. Koedinger,Kenneth R. Koedinger,existing_link_corroborated,Kenneth R. Koedinger,Kenneth R. Koedinger,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/93/3741,https://scholar.google.com/citations?user=_8DDVkAAAAAJ
acm_fellows.csv,"Krause, Andreas",Andreas Krause 0001,Andreas Krause 0001,existing_link_corroborated,Andreas Krause 0001,Andreas Krause 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/87/1831-1,https://scholar.google.com/citations?user=eDHv58AAAAAJ
acm_fellows.csv,"Lo, David",David Lo 0001,David Lo 0001,existing_link_corroborated,David Lo 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/89/6793-1,https://scholar.google.com/citations?user=Ra4bt-oAAAAJ
acm_fellows.csv,"Lou, Wenjing",Wenjing Lou,Wenjing Lou,existing_link_corroborated,Wenjing Lou,Wenjing Lou,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/73/3673,https://scholar.google.com/citations?user=hM8uAwoAAAAJ
acm_fellows.csv,"Ma, Kwan-Liu",Kwan-Liu Ma,Kwan-Liu Ma,existing_link_corroborated,Kwan-Liu Ma,Kwan-Liu Ma,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/93/5838,https://scholar.google.com/citations?user=LgL2HpkAAAAJ
acm_fellows.csv,"Ma, Wei-Ying",Wei-Ying Ma,Wei-Ying Ma,existing_link_corroborated,Wei-Ying Ma,Wei-Ying Ma,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/WYMa,https://scholar.google.com/citations?user=SToCbu8AAAAJ
acm_fellows.csv,"Mehrotra, Sharad",Sharad Mehrotra,Sharad Mehrotra,existing_link_corroborated,Sharad Mehrotra,Sharad Mehrotra,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/SharadMehrotra,https://scholar.google.com/citations?user=MTZaRW4AAAAJ
acm_fellows.csv,"Naor, Seffi",Seffi Naor,Seffi Naor,existing_link_corroborated,Seffi Naor,Seffi Naor,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/n/JosephNaor,https://scholar.google.com/citations?user=xGbDr7YAAAAJ
acm_fellows.csv,"Narayanan, Shrikanth",Shrikanth Narayanan,Shrikanth Narayanan,existing_link_corroborated,Shrikanth Narayanan,Shrikanth Narayanan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/19/3899,https://scholar.google.com/citations?user=8EDHmYkAAAAJ
acm_fellows.csv,"Roughgarden, Tim",Tim Roughgarden,Tim Roughgarden,existing_link_corroborated,Tim Roughgarden,Tim Roughgarden,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/TimRoughgarden,https://scholar.google.com/citations?user=0lcJYs8AAAAJ
acm_fellows.csv,"Schmidt, Albrecht",Albrecht Schmidt 0001,Albrecht Schmidt 0001,existing_link_corroborated,Albrecht Schmidt 0001,Albrecht Schmidt 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/AlbrechtSchmidt1,https://scholar.google.com/citations?user=qM5jR7YAAAAJ
acm_fellows.csv,"Schuller, Björn W.",Björn W. Schuller,Björn W. Schuller,existing_link_corroborated,Björn W. Schuller,Björn W. Schuller,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/54/4934,https://scholar.google.com/citations?user=TxKNCSoAAAAJ
acm_fellows.csv,"Sengers, Phoebe",Phoebe Sengers,Phoebe Sengers,existing_link_corroborated,Phoebe Sengers,Phoebe Sengers,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/PhoebeSengers,https://scholar.google.com/citations?user=6c5cf1wAAAAJ
acm_fellows.csv,"Shi, Elaine",Elaine Shi,Elaine Shi,existing_link_corroborated,Elaine Shi,Elaine Shi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/80/4580,https://scholar.google.com/citations?user=rejzeocAAAAJ
acm_fellows.csv,"Staab, Steffen",Steffen Staab,Steffen Staab,existing_link_corroborated,Steffen Staab,Steffen Staab,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SteffenStaab,https://scholar.google.com/citations?user=QvpcUn8AAAAJ
acm_fellows.csv,"Witchel, Emmett",Emmett Witchel,Emmett Witchel,existing_link_corroborated,Emmett Witchel,Emmett Witchel,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/76/6082,https://scholar.google.com/citations?user=k4oSgRkAAAAJ
acm_fellows.csv,"Agrawala, Maneesh",Maneesh Agrawala,Maneesh Agrawala,existing_link_corroborated,Maneesh Agrawala,Maneesh Agrawala,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/64/2431,https://scholar.google.com/citations?user=YPzKczYAAAAJ
acm_fellows.csv,"Anandkumar, Anima",Anima Anandkumar,Anima Anandkumar,existing_link_corroborated,Anima Anandkumar,Anima Anandkumar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/25/1529,https://scholar.google.com/citations?user=bEcLezcAAAAJ
acm_fellows.csv,"Barak, Boaz",Boaz Barak,Boaz Barak,existing_link_corroborated,Boaz Barak,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/BBarak,https://scholar.google.com/citations?user=I0fbJ6cAAAAJ
acm_fellows.csv,"Daskalakis, Constantinos",Constantinos Daskalakis,Constantinos Daskalakis,existing_link_corroborated,Constantinos Daskalakis,Constantinos Daskalakis,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/ConstantinosDaskalakis,https://scholar.google.com/citations?user=iTv2cOgAAAAJ
acm_fellows.csv,"Fang, Yuguang",Yuguang Fang,Yuguang Fang,existing_link_corroborated,Yuguang Fang,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/YuguangFang,https://scholar.google.com/citations?user=cs45mqMAAAAJ
acm_fellows.csv,"Fu, Kevin",Kevin Fu,Kevin Fu,existing_link_corroborated,Kevin Fu,Kevin Fu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/KevinFu,https://scholar.google.com/citations?user=pZQuSyUAAAAJ
acm_fellows.csv,"Gotsman, Craig",Craig Gotsman,Craig Gotsman,existing_link_corroborated,Craig Gotsman,Craig Gotsman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/99/3488,https://scholar.google.com/citations?user=0JRBzUEAAAAJ
acm_fellows.csv,"Hassan, Ahmed E.",Ahmed E. Hassan,Ahmed E. Hassan,existing_link_corroborated,Ahmed E. Hassan,Ahmed E. Hassan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/AhmedEHassan,https://scholar.google.com/citations?user=9hwXx34AAAAJ
acm_fellows.csv,"Helal, Sumi",Sumi Helal,Sumi Helal,existing_link_corroborated,Sumi Helal,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/AHelal,https://scholar.google.com/citations?user=mTJLF-sAAAAJ
acm_fellows.csv,"Hermenegildo, Manuel V",Manuel V. Hermenegildo,Manuel V. Hermenegildo,existing_link_corroborated,Manuel V. Hermenegildo,Manuel V. Hermenegildo,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/ManuelVHermenegildo,https://scholar.google.com/citations?user=VXQGJD0AAAAJ
acm_fellows.csv,"Hoefler, Torsten",Torsten Hoefler,Torsten Hoefler,existing_link_corroborated,Torsten Hoefler,Torsten Hoefler,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/16/3869,https://scholar.google.com/citations?user=DdBvcBEAAAAJ
acm_fellows.csv,"Irani, Sandy",Sandy Irani,Sandy Irani,existing_link_corroborated,Sandy Irani,Sandy Irani,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/i/SandyIrani,https://scholar.google.com/citations?user=dBhm_oIAAAAJ
acm_fellows.csv,"Kemper, Alfons",Alfons Kemper,Alfons Kemper,existing_link_corroborated,Alfons Kemper,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/AlfonsKemper,https://scholar.google.com/citations?user=B8TzQFQAAAAJ
acm_fellows.csv,"Khuller, Samir",Samir Khuller,Samir Khuller,existing_link_corroborated,Samir Khuller,Samir Khuller,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/SamirKhuller,https://scholar.google.com/citations?user=6vXTtDQAAAAJ
acm_fellows.csv,"Koushanfar, Farinaz",Farinaz Koushanfar,Farinaz Koushanfar,existing_link_corroborated,Farinaz Koushanfar,Farinaz Koushanfar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/FarinazKoushanfar,https://scholar.google.com/citations?user=3XnMVUAAAAAJ
acm_fellows.csv,"Lin, Jimmy",Jimmy Lin,Jimmy Lin,existing_link_corroborated,Jimmy Lin,Jimmy Lin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/00/7739,https://scholar.google.com/citations?user=0EWw1z8AAAAJ
acm_fellows.csv,"Marculescu, Radu",Radu Marculescu,Radu Marculescu,existing_link_corroborated,Radu Marculescu,Radu Marculescu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/88/3494,https://scholar.google.com/citations?user=ZCmYP5cAAAAJ
acm_fellows.csv,"Mei, Hong",Hong Mei 0001,Hong Mei 0001,existing_link_corroborated,Hong Mei 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/14/2036,
acm_fellows.csv,"Mount, David M",David M. Mount,David M. Mount,existing_link_corroborated,David M. Mount,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/DavidMMount,
acm_fellows.csv,"Pass, Rafael",Rafael Pass,Rafael Pass,existing_link_corroborated,Rafael Pass,Rafael Pass,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/RPass,https://scholar.google.com/citations?user=_7IzKZQAAAAJ
acm_fellows.csv,"Pothen, Alex",Alex Pothen,Alex Pothen,existing_link_corroborated,Alex Pothen,Alex Pothen,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/03/854,https://scholar.google.com/citations?user=_Fah5fwAAAAJ
acm_fellows.csv,"Sabharwal, Ashutosh",Ashutosh Sabharwal,Ashutosh Sabharwal,existing_link_corroborated,Ashutosh Sabharwal,Ashutosh Sabharwal,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/45/284,https://scholar.google.com/citations?user=MiqMO-kAAAAJ
acm_fellows.csv,"Sherwood, Tim",Tim Sherwood,Tim Sherwood,existing_link_corroborated,Tim Sherwood,Tim Sherwood,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/23/3778,https://scholar.google.com/citations?user=nLuHfy4AAAAJ
