name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Madanlal Musuvathi,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/musuvathi_4713478,https://scholar.google.com/citations?user=6ENuGyoAAAAJ,https://dblp.org/pid/95/6578,"For the development of methods in concurrency verification and testing, and machine learning systems design",Madanlal Musuvathi,Microsoft Research,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:01Z,2026-09-13T15:28:36.873505+00:00,e47abcd5b56fd8d993c46ff3b0eb11442daf1035e0b15a45ab111a4fbb10bcf8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Marco Dorigo,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/dorigo_0977371,https://scholar.google.com/citations?user=PwYT6EMAAAAJ,https://dblp.org/pid/d/MarcoDorigo,For establishing swarm-intelligence as a research field,Marco Dorigo,"FNRS Research Director, IRIDIA, Université Libre de Bruxelles",20,12,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:08Z,2026-09-13T15:28:44.567232+00:00,f31fd697f8cf5091747aea6be4d507cd9b534a78e6cbe6d5f0c6301113add94d,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Michael L Gleicher,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/gleicher_3026374,https://scholar.google.com/citations?user=kDkH9UkAAAAJ,https://dblp.org/pid/g/MichaelGleicher,"For contributions to graphics, multimedia, visualization, and robotics",Michael Gleicher,"Professor of Computer Sciences, University of Wisconsin - Madison",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:14Z,2026-09-13T15:28:51.620336+00:00,3826a37694541a8f758066a0519586695914a9a5958dc295a1a6d4907d8a154e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Mohamed F Mokbel,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/mokbel_6489744,https://scholar.google.com/citations?user=GHz1ZVIAAAAJ,https://dblp.org/pid/94/5893,For contributions in building scalable spatially-aware systems,Mohamed Mokbel,"ACM Fellow, IEEE Fellow, Distinguished McKnight University Professor, Univ. of Minnesota",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:21Z,2026-09-13T15:28:58.417090+00:00,5e2e0b9c6031508746ddff104b7328681e5c4bb0052c4e1ed970a688bc3d7f0c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Nandita Dukkipati,2025,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/dukkipati_3327860,,https://dblp.org/pid/74/5250,"For contributions to congestion control, TCP performance, and end-host network stacks.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T15:29:04.409662+00:00,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Natarajan Shankar,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/shankar_3285830,https://scholar.google.com/citations?user=qVzY4XYAAAAJ,https://dblp.org/pid/33/1623,"For contributions in automated reasoning, mechanized metatheory, formalized mathematics, formal methods, and system assurance.",Natarajan Shankar,SRI International Computer Science Laboratory,20,11,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:27Z,2026-09-13T15:29:10.764055+00:00,571ee67cfb112e04c27eaf520172dcec654e8b482d47e81e060ebdd5414dc3a9,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Nenad Medvidovic,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/medvidovic_4521753,https://scholar.google.com/citations?user=kqW_-2gAAAAJ,https://dblp.org/pid/65/1728,For contributions to the foundations of software architectures and their application to software engineering,Nenad Medvidovic,"Professor of Computer Science, University of Southern California",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:34Z,2026-09-13T15:29:16.800394+00:00,deb7940a090551ca23921a335182de9dbf8d25e46d828a853d4ec86d51f98801,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Noam Nisan,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/nisan_ND19594,https://scholar.google.com/citations?user=zXQZPnMAAAAJ,https://dblp.org/pid/n/NoamNisan,"For contributions to complexity theory, and for pioneering the field of economics and computation.",Noam Nisan,"Professor of Computer Science, Hebrew University of Jerusalem",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:40Z,2026-09-13T15:29:22.685746+00:00,29f784b121715ada1dccb7145e4e6fb3b88b28bba2729ccb55101ba5660b511c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Oded Regev,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/regev_4689813,https://scholar.google.com/citations?user=3-gk0ioAAAAJ,https://dblp.org/pid/r/OdedRegev,"For contributions to computational complexity, lattice-based cryptography, and quantum computing.",Oded Regev,Professor of Computer Science,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:47Z,2026-09-13T15:29:28.581947+00:00,6957cfba31ee2dfdc92c98cce12e110e8d817368f68629917540fae61758f059,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Odest Chadwicke Jenkins,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/jenkins_1017102,https://scholar.google.com/citations?user=dp5LnVAAAAAJ,https://dblp.org/pid/99/4449,For contributions to robot learning and broadening participation in robotics and AI.,Odest Chadwicke Jenkins,University of Michigan,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:26:53Z,2026-09-13T15:29:35.496639+00:00,6a0acc9c2122ebb214ca9aaf5adc47304fe7c8b12be1c6b704462b5066cb6327,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Paolo Ferragina,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/ferragina_ND16004,https://scholar.google.com/citations?user=3EILU3MAAAAJ,https://dblp.org/pid/f/PaoloFerragina,For contributions to data structures and algorithms for efficient search and data compression,Paolo Ferragina,"Professor of Algorithms, Dept. Computer Science, University of Pisa",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:27:00Z,2026-09-13T15:29:43.146976+00:00,8b93443adf43bcd7c86d9b812e9f55629951d46e8be8b95f0061d46a67304681,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Pei Cao,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/cao_8112438,https://scholar.google.com/citations?user=JHwivywAAAAJ,https://dblp.org/pid/87/3674,"For contributions to web caching, search engine efficiency, and information quality.",Pei Cao,Google Inc. and Stanford University,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:27:06Z,2026-09-13T15:29:50.479396+00:00,df489628756b3c121f38426694a67ee905a0ca15bcf07469174ee47b617609a7,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Peter Müller,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/m%25C3%25BCller_1106936,https://scholar.google.com/citations?user=ttxZRHEAAAAJ,https://dblp.org/pid/m/PMuller1,"For contributions to automated, modular program verification.",Peter Müller,ETH Zurich,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-17T00:13:59Z,2026-09-13T15:29:58.011331+00:00,5c983d44b197643d6c0b325041fd34cfa8581b5deab5fd66b261b4b5802fc77f,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rajkumar Buyya,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/buyya_5237615,https://scholar.google.com/citations?user=7xN6JqYAAAAJ,https://dblp.org/pid/b/RajkumarBuyya,For research contributions to cost and energy-efficient resource management and scheduling systems for cloud computing,Rajkumar Buyya,"School of Computing and Information Systems, Uni of Melbourne; Fellow of ACM, IEEE, Academia Europea",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:27:18Z,2026-09-13T15:30:04.677794+00:00,9d2112197f19b411399d8fb56a1bb9cd4f29289fc94bc689ef0fb0bfd8a40c29,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ratul Mahajan,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/mahajan_CR70877,https://scholar.google.com/citations?user=Sh1yq5QAAAAJ,https://dblp.org/pid/81/6327,For contributions to network verification and network control systems and their transfer to industrial practice,Ratul Mahajan,University of Washington,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:27:24Z,2026-09-13T15:30:10.421086+00:00,6ff31a0b3e5ab7c89f17c13511a61a236e56c74ff7274dbb8489f01196dcad2f,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rebecca N. Wright,2025,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/wright_9672189,https://scholar.google.com/citations?user=L-xeJPoAAAAJ,https://dblp.org/pid/w/RebeccaNWright,"For contributions to security and privacy, and for leadership in computing research and education",Rebecca N. Wright,Barnard College,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:27:31Z,2026-09-13T15:30:17.237632+00:00,b13850e07efc127fb17851d27e464cd7f4268c3ac9eb96e9522855f671320c89,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
